number;date;time;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20
[N];[DD.MM.JJJJ];[h:m:s];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C]
895;18.07.2019;02:47:33;20,93;19,62;18,87;18,06;20,56;19,12;17,93;18,06;18,43;18,31;15,18;20,62;20;17,43;17,06;20;20,31;18,37;18,12;19,18
901;18.07.2019;02:48:41;20,93;19,56;18,87;18,06;20,5;19,06;17,93;18,06;18,43;18,25;15,12;20,62;19,93;17,43;17;20;20,31;18,43;18,12;19,18
907;18.07.2019;02:49:48;20,93;19,62;18,87;18,06;20,56;19,12;17,93;18,06;18,43;18,31;15,06;20,62;19,93;17,37;17;20;20,31;18,37;18,12;19,18
913;18.07.2019;02:50:56;20,93;19,62;18,87;18;20,5;19,06;17,93;18,12;18,37;18,25;15,06;20,62;19,93;17,37;17;20;20,31;18,37;18,12;19,18
919;18.07.2019;02:52:03;20,93;19,56;18,87;18,06;20,5;19,06;17,87;18,06;18,43;18,25;15;20,62;19,93;17,37;17;19,93;20,18;18,37;18,06;19,18
925;18.07.2019;02:53:11;20,87;19,5;18,81;18;20,5;19,12;17,87;18,06;18,37;18,18;15;20,56;19,93;17,37;16,93;19,93;20,12;18,37;18,06;19,18
931;18.07.2019;02:54:18;20,93;19,56;18,87;18,06;20,5;19,06;17,93;18,06;18,37;18,18;15;20,56;19,87;17,37;16,93;19,93;20,12;18,37;18,06;19,18
937;18.07.2019;02:55:26;20,93;19,56;18,81;18,06;20,5;19,06;17,87;18,06;18,37;18,25;15;20,56;19,87;17,37;16,93;19,93;20,18;18,37;18,06;19,18
943;18.07.2019;02:56:33;20,93;19,56;18,81;18;20,5;19,06;17,87;18,06;18,37;18,25;15;20,56;19,87;17,31;16,93;19,93;20,18;18,37;18,06;19,18
949;18.07.2019;02:57:41;20,87;19,56;18,87;18;20,5;19,06;17,87;18,06;18,37;18,25;15,06;20,56;19,87;17,37;16,93;19,93;20,18;18,37;18,06;19,12
955;18.07.2019;02:58:48;20,87;19,5;18,81;18;20,5;19,06;17,87;18,06;18,37;18,18;15,06;20,56;19,87;17,31;16,93;19,87;20,06;18,37;18,06;19,18
961;18.07.2019;02:59:56;20,87;19,5;18,81;18;20,43;19,06;17,87;18,06;18,37;18,18;15,06;20,5;19,87;17,31;16,93;19,93;20;18,37;18,06;19,18
967;18.07.2019;03:01:03;20,87;19,56;18,81;18;20,43;19,06;17,87;18,06;18,37;18,25;15,06;20,5;19,81;17,31;16,93;19,93;20,06;18,37;18,06;19,18
973;18.07.2019;03:02:11;20,87;19,5;18,81;18;20,43;19,06;17,87;18,06;18,37;18,18;15,06;20,5;19,81;17,31;16,93;19,93;20,12;18,37;18,06;19,18
979;18.07.2019;03:03:18;20,87;19,5;18,81;18;20,43;19,06;17,87;18,06;18,37;18,25;15,06;20,5;19,81;17,31;16,93;19,87;20,06;18,31;18,06;19,12
985;18.07.2019;03:04:26;20,87;19,5;18,81;18;20,5;19,06;17,87;18,06;18,37;18,18;15,06;20,5;19,81;17,31;16,93;19,87;20;18,37;18,06;19,18
991;18.07.2019;03:05:33;20,87;19,5;18,81;18;20,43;19,06;17,87;18,06;18,37;18,18;15;20,5;19,81;17,31;16,93;19,87;20,06;18,31;18,06;19,12
997;18.07.2019;03:06:40;20,87;19,5;18,81;18;20,43;19,06;17,87;18;18,37;18,18;15,12;20,43;19,81;17,37;16,93;19,93;20,06;18,37;18,06;19,12
1003;18.07.2019;03:07:47;20,87;19,5;18,81;18;20,43;19,06;17,87;18;18,37;18,18;15,12;20,43;19,81;17,31;16,87;19,93;20,06;18,37;18,06;19,12
1009;18.07.2019;03:08:55;20,87;19,5;18,81;18;20,43;19,06;17,87;18,06;18,37;18,18;15,12;20,43;19,75;17,31;16,87;19,93;20;18,37;18,06;19,12
1015;18.07.2019;03:10:02;20,87;19,5;18,87;18;20,43;19,06;17,87;18;18,31;18,18;15,12;20,43;19,75;17,31;16,93;19,93;20,06;18,31;18,06;19,12
1021;18.07.2019;03:11:10;20,87;19,5;18,87;17,93;20,43;19;17,87;18,06;18,31;18,25;15,12;20,43;19,75;17,37;16,93;19,93;20,06;18,31;18,06;19,18
1027;18.07.2019;03:12:17;20,87;19,5;18,87;17,93;20,43;19,06;17,87;18;18,31;18,25;15,12;20,37;19,75;17,31;16,93;19,93;20,06;18,31;18,06;19,18
1033;18.07.2019;03:13:25;20,87;19,5;18,81;17,93;20,37;19,06;17,87;18,06;18,31;18,18;15,12;20,37;19,68;17,37;16,93;19,93;20,06;18,31;18,06;19,18
1039;18.07.2019;03:14:32;20,81;19,43;18,81;18;20,43;19,06;17,87;18;18,31;18,18;15,18;20,37;19,75;17,31;16,93;19,93;20;18,31;18,06;19,12
1045;18.07.2019;03:15:40;20,81;19,5;18,81;17,93;20,37;19,06;17,87;18;18,31;18,18;15,18;20,37;19,68;17,31;16,93;19,93;20,06;18,31;18,06;19,12
1051;18.07.2019;03:16:47;20,81;19,43;18,81;17,93;20,43;19,06;17,87;18;18,31;18,18;15,12;20,31;19,68;17,31;16,93;19,93;20,06;18,31;18,06;19,12
1057;18.07.2019;03:17:55;20,81;19,5;18,81;17,93;20,37;19,06;17,81;18;18,31;18,18;15,06;20,31;19,68;17,31;16,87;19,87;20;18,31;18,06;19,12
1063;18.07.2019;03:19:02;20,87;19,43;18,81;17,93;20,37;19,06;17,81;18;18,37;18,18;15;20,31;19,68;17,31;16,87;19,87;19,87;18,31;18;19,12
1069;18.07.2019;03:20:10;20,81;19,5;18,81;17,93;20,37;19;17,81;18;18,31;18,18;14,93;20,31;19,68;17,25;16,87;19,87;19,93;18,31;18;19,12
1075;18.07.2019;03:21:17;20,81;19,5;18,81;17,93;20,37;19,06;17,81;18;18,31;18,18;15;20,31;19,68;17,31;16,87;19,87;19,93;18,31;18,06;19,12
1081;18.07.2019;03:22:25;20,81;19,43;18,75;17,93;20,37;19;17,81;18;18,31;18,18;15;20,25;19,62;17,25;16,87;19,87;19,87;18,31;18;19,12
1087;18.07.2019;03:23:32;20,81;19,43;18,75;17,93;20,37;19,06;17,81;18;18,31;18,18;15;20,31;19,62;17,31;16,87;19,81;19,81;18,31;18;19,12
1093;18.07.2019;03:24:40;20,81;19,43;18,75;17,93;20,37;19;17,81;18;18,31;18,18;15;20,25;19,62;17,25;16,93;19,81;19,75;18,31;18;19,12
1099;18.07.2019;03:25:47;20,81;19,43;18,75;17,93;20,37;19;17,81;18;18,31;18,18;15,06;20,25;19,62;17,25;16,93;19,87;19,75;18,31;18;19,12
1105;18.07.2019;03:26:55;20,81;19,43;18,75;17,93;20,31;19,06;17,81;18;18,31;18,18;15;20,25;19,56;17,25;16,93;19,81;19,75;18,31;18;19,12
1111;18.07.2019;03:28:02;20,81;19,43;18,75;17,93;20,37;19;17,81;17,93;18,31;18,12;15;20,25;19,56;17,25;16,87;19,81;19,75;18,31;18;19,12
1117;18.07.2019;03:29:10;20,81;19,37;18,75;17,93;20,31;19;17,75;18;18,31;18,18;14,93;20,18;19,56;17,25;16,87;19,81;19,68;18,31;18;19,12
1123;18.07.2019;03:30:17;20,81;19,37;18,62;17,93;20,31;19;17,75;18;18,31;18,12;14,87;20,18;19,56;17,25;16,81;19,68;19,56;18,31;18;19,12
1129;18.07.2019;03:31:25;20,81;19,37;18,68;17,87;20,31;19;17,75;18;18,31;18,12;14,81;20,18;19,56;17,25;16,87;19,75;19,62;18,31;17,93;19,12
1135;18.07.2019;03:32:32;20,81;19,37;18,68;17,93;20,31;19;17,75;18;18,31;18,12;14,81;20,18;19,56;17,18;16,81;19,75;19,62;18,31;17,93;19,12
1141;18.07.2019;03:33:40;20,81;19,31;18,68;17,87;20,31;19;17,75;17,93;18,25;18,12;14,87;20,18;19,5;17,18;16,81;19,75;19,68;18,31;17,93;19,12
1147;18.07.2019;03:34:47;20,81;19,31;18,75;17,87;20,31;19;17,75;17,93;18,31;18,12;14,87;20,18;19,5;17,18;16,81;19,75;19,62;18,31;17,93;19,12
1153;18.07.2019;03:35:55;20,81;19,37;18,75;17,87;20,31;19;17,75;17,93;18,31;18,06;14,93;20,12;19,5;17,18;16,81;19,75;19,62;18,31;18;19,12
1159;18.07.2019;03:37:02;20,75;19,37;18,75;17,87;20,31;19;17,75;17,93;18,25;18,12;15;20,12;19,5;17,25;16,81;19,75;19,62;18,31;18;19,12
1165;18.07.2019;03:38:10;20,75;19,31;18,68;17,87;20,31;19;17,75;17,93;18,31;18,06;15;20,12;19,5;17,18;16,81;19,81;19,56;18,31;18;19,12
1171;18.07.2019;03:39:17;20,75;19,31;18,68;17,87;20,31;19;17,75;17,93;18,25;18,06;15;20,12;19,5;17,18;16,75;19,68;19,56;18,31;17,93;19,12
1177;18.07.2019;03:40:24;20,75;19,31;18,68;17,87;20,31;19;17,75;17,93;18,25;18,06;15;20,12;19,43;17,18;16,75;19,75;19,5;18,31;17,93;19,12
1183;18.07.2019;03:41:32;20,75;19,31;18,75;17,87;20,31;19;17,75;17,93;18,25;18,06;15;20,06;19,5;17,18;16,75;19,75;19,56;18,25;17,93;19,12
1189;18.07.2019;03:42:39;20,75;19,25;18,75;17,87;20,31;19;17,75;17,93;18,25;18,06;15;20,06;19,43;17,18;16,75;19,75;19,56;18,31;17,93;19,12
1195;18.07.2019;03:43:47;20,75;19,25;18,75;17,87;20,25;19;17,75;17,93;18,25;18,06;15;20,06;19,43;17,18;16,75;19,75;19,56;18,25;17,93;19,12
1201;18.07.2019;03:44:54;20,75;19,31;18,75;17,87;20,25;19;17,75;17,93;18,25;18,06;15;20,06;19,43;17,18;16,75;19,75;19,62;18,25;17,93;19,12
1207;18.07.2019;03:46:02;20,75;19,25;18,75;17,87;20,25;19;17,75;17,93;18,25;18,06;15;20,06;19,43;17,18;16,75;19,75;19,56;18,25;17,93;19,12
1213;18.07.2019;03:47:09;20,75;19,31;18,75;17,87;20,25;19;17,75;17,93;18,25;18,12;15;20;19,43;17,18;16,81;19,75;19,56;18,25;17,93;19,12
1219;18.07.2019;03:48:17;20,75;19,31;18,75;17,87;20,25;19;17,75;17,93;18,25;18,06;15;20;19,43;17,25;16,81;19,75;19,56;18,25;17,93;19,12
1225;18.07.2019;03:49:24;20,75;19,37;18,75;17,87;20,25;19;17,75;17,93;18,25;18,06;15;20;19,37;17,25;16,81;19,81;19,62;18,31;17,93;19,12
1231;18.07.2019;03:50:32;20,75;19,37;18,75;17,81;20,25;19;17,75;17,93;18,25;18,12;15,12;20;19,37;17,25;16,81;19,81;19,62;18,25;18;19,12
1237;18.07.2019;03:51:39;20,68;19,37;18,75;17,87;20,25;19;17,75;17,87;18,25;18,12;15,12;20;19,37;17,25;16,87;19,75;19,62;18,25;18;19,12
1243;18.07.2019;03:52:47;20,68;19,37;18,75;17,81;20,25;19;17,75;17,93;18,25;18,12;15,12;19,93;19,37;17,31;16,87;19,75;19,62;18,25;18;19,12
1249;18.07.2019;03:53:54;20,68;19,37;18,75;17,81;20,25;19;17,75;17,87;18,25;18,12;15,18;20;19,37;17,25;16,93;19,81;19,62;18,25;18;19,06
1255;18.07.2019;03:55:02;20,68;19,37;18,75;17,81;20,18;19;17,75;17,93;18,25;18,18;15,18;19,93;19,37;17,31;16,93;19,81;19,62;18,25;18;19,12
1261;18.07.2019;03:56:09;20,68;19,37;18,75;17,81;20,18;19;17,75;17,93;18,25;18,18;15,18;19,93;19,31;17,31;16,93;19,81;19,62;18,25;18;19,06
1267;18.07.2019;03:57:17;20,68;19,37;18,75;17,81;20,18;18,93;17,75;17,87;18,25;18,18;15,18;19,93;19,37;17,31;16,93;19,81;19,56;18,25;18;19,12
1273;18.07.2019;03:58:24;20,68;19,31;18,75;17,81;20,18;19;17,75;17,87;18,25;18,18;15,18;19,93;19,31;17,31;16,93;19,75;19,5;18,25;17,93;19,12
1279;18.07.2019;03:59:32;20,68;19,31;18,75;17,81;20,18;19;17,75;17,93;18,25;18,12;15,18;19,87;19,31;17,25;16,93;19,81;19,56;18,25;17,93;19,12
1285;18.07.2019;04:00:39;20,68;19,37;18,75;17,81;20,18;18,93;17,75;17,87;18,25;18,12;15,18;19,93;19,31;17,25;16,93;19,81;19,56;18,25;18;19,12
1291;18.07.2019;04:01:47;20,68;19,37;18,75;17,81;20,18;18,93;17,75;17,87;18,18;18,18;15,18;19,87;19,31;17,31;16,93;19,81;19,56;18,25;18;19,12
1297;18.07.2019;04:02:54;20,68;19,37;18,75;17,81;20,18;19;17,75;17,87;18,25;18,18;15,25;19,87;19,31;17,31;16,93;19,81;19,56;18,25;18;19,06
1303;18.07.2019;04:04:02;20,68;19,37;18,81;17,81;20,18;19;17,75;17,87;18,18;18,18;15,25;19,87;19,25;17,31;16,93;19,81;19,56;18,25;18;19,12
1309;18.07.2019;04:05:09;20,68;19,37;18,81;17,81;20,18;19;17,75;17,87;18,18;18,18;15,31;19,87;19,25;17,31;16,93;19,81;19,56;18,25;18;19,06
1315;18.07.2019;04:06:17;20,68;19,37;18,75;17,81;20,18;19;17,75;17,87;18,18;18,18;15,25;19,81;19,25;17,25;16,87;19,81;19,56;18,25;18;19,06
1321;18.07.2019;04:07:24;20,68;19,37;18,75;17,81;20,18;19;17,75;17,87;18,25;18,12;15,25;19,81;19,25;17,25;16,87;19,81;19,5;18,25;18;19,06
1327;18.07.2019;04:08:32;20,68;19,37;18,75;17,81;20,18;18,93;17,75;17,87;18,25;18,18;15,25;19,81;19,25;17,25;16,93;19,81;19,5;18,25;17,93;19,06
1333;18.07.2019;04:09:39;20,62;19,37;18,75;17,75;20,18;18,93;17,75;17,87;18,18;18,18;15,25;19,81;19,25;17,31;16,93;19,81;19,5;18,25;17,93;19,06
1339;18.07.2019;04:10:47;20,62;19,37;18,75;17,81;20,18;19;17,75;17,87;18,18;18,18;15,25;19,81;19,25;17,31;16,93;19,81;19,5;18,25;18;19,06
1345;18.07.2019;04:11:54;20,62;19,43;18,81;17,81;20,12;18,93;17,75;17,87;18,18;18,18;15,25;19,81;19,25;17,37;17;19,81;19,5;18,25;18;19,06
1351;18.07.2019;04:13:02;20,62;19,43;18,81;17,81;20,12;19;17,75;17,87;18,18;18,18;15,25;19,81;19,18;17,31;17;19,81;19,5;18,25;18;19,06
1357;18.07.2019;04:14:09;20,62;19,5;18,81;17,81;20,12;18,93;17,75;17,87;18,25;18,25;15,25;19,75;19,18;17,37;17;19,87;19,56;18,25;18;19,06
1363;18.07.2019;04:15:17;20,62;19,43;18,81;17,75;20,12;18,93;17,75;17,87;18,18;18,18;15,31;19,81;19,18;17,37;17;19,87;19,5;18,25;18;19,06
1369;18.07.2019;04:16:24;20,62;19,43;18,75;17,75;20,12;18,93;17,75;17,87;18,18;18,25;15,25;19,75;19,18;17,31;16,93;19,81;19,37;18,25;18;19,06
1375;18.07.2019;04:17:32;20,62;19,43;18,81;17,81;20,12;18,93;17,75;17,87;18,25;18,18;15,37;19,75;19,18;17,37;16,93;19,87;19,43;18,18;18;19,06
1381;18.07.2019;04:18:39;20,62;19,5;18,81;17,81;20,12;18,93;17,75;17,87;18,18;18,25;15,43;19,75;19,18;17,37;16,93;19,93;19,5;18,25;18;19,06
1387;18.07.2019;04:19:46;20,62;19,5;18,81;17,81;20,12;18,93;17,75;17,81;18,18;18,25;15,5;19,68;19,18;17,37;17;19,87;19,5;18,18;18;19,06
1393;18.07.2019;04:20:53;20,62;19,5;18,81;17,75;20,12;18,93;17,75;17,81;18,18;18,25;15,43;19,75;19,12;17,43;17;19,87;19,56;18,25;18;19,06
1399;18.07.2019;04:22:00;20,62;19,5;18,81;17,81;20,12;18,93;17,75;17,87;18,18;18,31;15,5;19,68;19,12;17,43;17,06;19,87;19,56;18,25;18;19,06
1405;18.07.2019;04:23:08;20,62;19,5;18,81;17,75;20,12;18,93;17,75;17,87;18,18;18,31;15,43;19,68;19,12;17,5;17,06;19,87;19,5;18,25;18,06;19,06
1411;18.07.2019;04:24:15;20,62;19,5;18,81;17,75;20,06;18,93;17,75;17,87;18,18;18,31;15,43;19,68;19,12;17,43;17,06;19,87;19,5;18,18;18;19,06
1417;18.07.2019;04:25:23;20,62;19,43;18,81;17,75;20,12;18,93;17,75;17,81;18,18;18,31;15,56;19,68;19,12;17,43;17;19,87;19,5;18,25;18,06;19,06
1423;18.07.2019;04:26:30;20,62;19,43;18,81;17,75;20,06;18,93;17,75;17,81;18,18;18,25;15,56;19,68;19,12;17,37;17;19,87;19,5;18,25;18;19,06
1429;18.07.2019;04:27:38;20,56;19,43;18,81;17,75;20,12;18,93;17,75;17,81;18,18;18,25;15,56;19,62;19,12;17,37;16,93;19,87;19,5;18,18;18;19,06
1435;18.07.2019;04:28:45;20,62;19,43;18,81;17,75;20,06;18,93;17,75;17,81;18,18;18,25;15,56;19,62;19,06;17,37;16,93;19,87;19,5;18,25;18,06;19,06
1441;18.07.2019;04:29:53;20,62;19,43;18,81;17,75;20,06;18,93;17,75;17,81;18,18;18,25;15,43;19,62;19,06;17,37;16,93;19,87;19,43;18,25;18;19,06
1447;18.07.2019;04:31:00;20,62;19,37;18,81;17,75;20,06;18,93;17,75;17,81;18,18;18,18;15,43;19,62;19,06;17,31;16,93;19,87;19,43;18,25;18;19,06
1453;18.07.2019;04:32:08;20,56;19,37;18,81;17,75;20,06;18,93;17,75;17,81;18,18;18,18;15,37;19,62;19,06;17,31;16,87;19,81;19,43;18,25;18;19,06
1459;18.07.2019;04:33:15;20,56;19,37;18,81;17,75;20,06;18,93;17,75;17,81;18,18;18,18;15,37;19,62;19,06;17,31;16,87;19,81;19,43;18,18;18;19,06
1465;18.07.2019;04:34:23;20,56;19,31;18,75;17,75;20,06;18,93;17,68;17,81;18,18;18,18;15,31;19,62;19,06;17,25;16,87;19,75;19,31;18,18;18;19,06
1471;18.07.2019;04:35:30;20,56;19,31;18,75;17,75;20,06;18,93;17,68;17,81;18,18;18,18;15,25;19,56;19;17,25;16,87;19,75;19,25;18,25;18;19,06
1477;18.07.2019;04:36:38;20,56;19,31;18,75;17,75;20,06;18,93;17,68;17,81;18,18;18,12;15,18;19,56;19;17,25;16,87;19,75;19,31;18,25;17,93;19,06
1483;18.07.2019;04:37:45;20,56;19,31;18,75;17,75;20,06;18,93;17,68;17,81;18,18;18,12;15,18;19,56;19;17,25;16,81;19,75;19,25;18,18;18;19,06
1489;18.07.2019;04:38:53;20,56;19,31;18,75;17,75;20,06;18,93;17,68;17,81;18,18;18,12;15,18;19,56;19;17,25;16,81;19,75;19,31;18,18;17,93;19,06
1495;18.07.2019;04:40:00;20,56;19,31;18,75;17,75;20,06;18,93;17,68;17,81;18,18;18,12;15,18;19,56;19;17,25;16,87;19,75;19,31;18,18;18;19,06
1501;18.07.2019;04:41:08;20,56;19,18;18,75;17,75;20,06;18,93;17,68;17,81;18,18;18,12;15,18;19,5;19;17,18;16,81;19,75;19,25;18,18;17,93;19,06
1507;18.07.2019;04:42:15;20,56;19,18;18,75;17,75;20,06;18,93;17,68;17,81;18,18;18,12;15,06;19,5;19;17,18;16,75;19,68;19,12;18,18;17,93;19,06
1513;18.07.2019;04:43:23;20,56;19,18;18,75;17,75;20;18,93;17,68;17,81;18,18;18,06;14,93;19,5;19;17,18;16,68;19,62;19,12;18,18;17,93;19,06
1519;18.07.2019;04:44:30;20,56;19,18;18,68;17,75;20,06;18,93;17,62;17,81;18,18;18,06;14,93;19,5;18,93;17,18;16,75;19,62;19,12;18,18;17,87;19,06
1525;18.07.2019;04:45:38;20,56;19,18;18,75;17,75;20,06;18,93;17,62;17,81;18,18;18,06;14,87;19,5;18,93;17,12;16,68;19,62;19,12;18,18;17,87;19,06
1531;18.07.2019;04:46:45;20,56;19,18;18,68;17,75;20;18,93;17,62;17,81;18,18;18,06;14,87;19,5;18,93;17,12;16,68;19,62;19,12;18,18;17,87;19,06
1537;18.07.2019;04:47:53;20,56;19,18;18,68;17,75;20;18,93;17,62;17,81;18,12;18,06;14,87;19,5;18,93;17,12;16,68;19,62;19,12;18,18;17,87;19,06
1543;18.07.2019;04:49:00;20,56;19,12;18,68;17,75;20;18,93;17,62;17,81;18,18;18,06;14,81;19,5;18,93;17,12;16,68;19,62;19,12;18,18;17,87;19,06
1549;18.07.2019;04:50:08;20,5;19,12;18,68;17,68;20;18,93;17,62;17,81;18,18;18,06;14,81;19,43;18,93;17,12;16,68;19,62;19,06;18,18;17,87;19,06
1555;18.07.2019;04:51:15;20,5;19,12;18,75;17,68;20;18,93;17,62;17,81;18,12;18;14,87;19,43;18,93;17,12;16,68;19,62;19,06;18,18;17,87;19,06
1561;18.07.2019;04:52:23;20,5;19,18;18,68;17,68;20;18,93;17,62;17,81;18,12;18,06;14,93;19,43;18,93;17,12;16,68;19,68;19,06;18,18;17,87;19,06
1567;18.07.2019;04:53:30;20,5;19,12;18,68;17,68;20;18,87;17,62;17,75;18,12;18,06;14,81;19,43;18,87;17,12;16,68;19,62;19;18,18;17,87;19,06
1573;18.07.2019;04:54:38;20,5;19,18;18,68;17,68;20;18,93;17,62;17,81;18,18;18,06;14,81;19,43;18,87;17,18;16,68;19,68;19,12;18,18;17,87;19,06
1579;18.07.2019;04:55:45;20,5;19,18;18,68;17,68;20;18,93;17,62;17,75;18,12;18,06;14,87;19,43;18,87;17,18;16,68;19,68;19,12;18,18;17,87;19,06
1585;18.07.2019;04:56:53;20,5;19,18;18,68;17,68;20;18,93;17,62;17,75;18,18;18,06;14,87;19,43;18,87;17,18;16,75;19,68;19,12;18,18;17,87;19,06
1591;18.07.2019;04:58:00;20,5;19,18;18,68;17,68;19,93;18,93;17,62;17,75;18,12;18,06;14,93;19,37;18,87;17,18;16,75;19,62;19,12;18,18;17,87;19,06
1597;18.07.2019;04:59:08;20,5;19,18;18,75;17,68;19,93;18,87;17,62;17,75;18,12;18,06;14,93;19,37;18,87;17,18;16,75;19,68;19,12;18,18;17,87;19,06
1603;18.07.2019;05:00:15;20,5;19,18;18,68;17,68;19,93;18,87;17,62;17,75;18,12;18,12;14,93;19,37;18,87;17,18;16,75;19,68;19,12;18,18;17,87;19,06
1609;18.07.2019;05:01:23;20,5;19,25;18,75;17,68;19,93;18,87;17,62;17,75;18,12;18,12;14,93;19,37;18,87;17,25;16,81;19,68;19,12;18,18;17,87;19,06
1615;18.07.2019;05:02:30;20,5;19,25;18,75;17,68;19,93;18,93;17,62;17,75;18,12;18,12;15;19,37;18,81;17,25;16,81;19,75;19,18;18,18;17,93;19,06
1621;18.07.2019;05:03:38;20,5;19,18;18,75;17,68;19,93;18,93;17,62;17,75;18,12;18,18;15;19,37;18,81;17,25;16,81;19,75;19,18;18,18;17,87;19,06
1627;18.07.2019;05:04:45;20,5;19,18;18,75;17,68;19,93;18,87;17,62;17,75;18,12;18,12;15;19,31;18,81;17,25;16,81;19,68;19,12;18,18;17,87;19,06
1633;18.07.2019;05:05:53;20,5;19,18;18,75;17,68;19,93;18,87;17,62;17,75;18,12;18,12;15;19,37;18,81;17,25;16,75;19,62;19,12;18,18;17,93;19,06
1639;18.07.2019;05:07:00;20,43;19,18;18,68;17,68;19,93;18,87;17,62;17,75;18,12;18,12;15;19,31;18,81;17,18;16,81;19,62;19,12;18,18;17,87;19,06
1645;18.07.2019;05:08:08;20,5;19,18;18,68;17,62;19,93;18,87;17,62;17,75;18,12;18,12;14,93;19,31;18,81;17,18;16,81;19,62;19,06;18,18;17,87;19,06
1651;18.07.2019;05:09:15;20,43;19,18;18,68;17,62;19,93;18,87;17,56;17,75;18,12;18,12;14,87;19,31;18,75;17,18;16,75;19,62;19;18,18;17,87;19,06
1657;18.07.2019;05:10:23;20,43;19,12;18,68;17,68;19,93;18,87;17,62;17,75;18,12;18,06;14,93;19,31;18,75;17,18;16,75;19,62;19;18,18;17,87;19,06
1663;18.07.2019;05:11:30;20,43;19,12;18,68;17,68;19,93;18,87;17,56;17,75;18,12;18,06;14,93;19,31;18,75;17,18;16,75;19,62;19;18,18;17,87;19,06
1669;18.07.2019;05:12:38;20,43;19,18;18,68;17,62;19,93;18,87;17,56;17,75;18,12;18,06;14,93;19,31;18,75;17,18;16,75;19,62;19;18,18;17,87;19,06
1675;18.07.2019;05:13:45;20,43;19,18;18,68;17,68;19,87;18,87;17,56;17,75;18,12;18,06;14,87;19,25;18,75;17,18;16,75;19,62;18,93;18,18;17,87;19,06
1681;18.07.2019;05:14:53;20,43;19,18;18,68;17,68;19,87;18,87;17,56;17,75;18,12;18,12;14,87;19,25;18,75;17,25;16,81;19,62;19;18,18;17,87;19
1687;18.07.2019;05:16:00;20,43;19,18;18,68;17,62;19,87;18,87;17,56;17,75;18,12;18,12;14,87;19,25;18,75;17,25;16,81;19,62;19;18,18;17,87;19,06
1693;18.07.2019;05:17:07;20,43;19,25;18,68;17,62;19,87;18,87;17,56;17,75;18,12;18,12;14,93;19,25;18,75;17,31;16,87;19,68;19;18,18;17,87;19
1699;18.07.2019;05:18:15;20,43;19,25;18,68;17,62;19,87;18,87;17,56;17,75;18,12;18,18;15;19,25;18,68;17,31;16,87;19,62;19,06;18,18;17,87;19
1705;18.07.2019;05:19:22;20,43;19,18;18,68;17,68;19,87;18,87;17,62;17,75;18,12;18,12;15,06;19,25;18,68;17,25;16,87;19,62;19;18,18;17,87;19,06
1711;18.07.2019;05:20:30;20,43;19,18;18,68;17,62;19,87;18,87;17,62;17,68;18,12;18,12;15,12;19,18;18,68;17,25;16,81;19,62;19;18,18;17,87;19,06
1717;18.07.2019;05:21:37;20,43;19,18;18,68;17,62;19,87;18,87;17,56;17,68;18,12;18,12;15,12;19,25;18,68;17,25;16,81;19,62;19;18,18;17,87;19
1723;18.07.2019;05:22:45;20,43;19,18;18,68;17,62;19,87;18,87;17,56;17,75;18,12;18,12;15,06;19,18;18,68;17,25;16,75;19,62;19;18,12;17,87;19
1729;18.07.2019;05:23:52;20,43;19,18;18,68;17,62;19,87;18,87;17,56;17,68;18,12;18,12;15,06;19,18;18,68;17,18;16,75;19,62;19;18,12;17,87;19
1735;18.07.2019;05:25:00;20,43;19,18;18,68;17,62;19,87;18,87;17,56;17,68;18,06;18,12;15;19,18;18,62;17,18;16,75;19,62;19;18,18;17,87;19,06
1741;18.07.2019;05:26:07;20,37;19,12;18,68;17,62;19,81;18,87;17,56;17,68;18,12;18,06;15;19,18;18,62;17,18;16,68;19,62;18,93;18,18;17,87;19
1747;18.07.2019;05:27:15;20,43;19,06;18,68;17,62;19,81;18,87;17,56;17,68;18,12;18,06;15;19,18;18,62;17,12;16,68;19,56;18,87;18,12;17,81;19
1753;18.07.2019;05:28:22;20,37;19,12;18,68;17,62;19,81;18,87;17,56;17,68;18,12;18,06;15;19,12;18,62;17,12;16,68;19,56;18,87;18,12;17,87;19,06
1759;18.07.2019;05:29:30;20,37;19,06;18,68;17,62;19,81;18,87;17,56;17,68;18,06;18,06;14,93;19,18;18,62;17,18;16,68;19,56;18,81;18,12;17,81;19
1765;18.07.2019;05:30:37;20,37;19,06;18,62;17,62;19,81;18,87;17,56;17,68;18,06;18,06;14,93;19,12;18,62;17,12;16,68;19,5;18,87;18,12;17,81;19
1771;18.07.2019;05:31:45;20,37;19;18,62;17,62;19,87;18,87;17,56;17,68;18,06;18;14,87;19,12;18,62;17,06;16,62;19,5;18,75;18,12;17,81;19
1777;18.07.2019;05:32:52;20,37;19,06;18,62;17,62;19,81;18,87;17,5;17,68;18,06;18;14,81;19,12;18,56;17,06;16,68;19,56;18,75;18,12;17,81;19
1783;18.07.2019;05:34:00;20,37;19,06;18,62;17,62;19,81;18,87;17,56;17,68;18,12;18;14,75;19,12;18,56;17;16,62;19,56;18,68;18,18;17,81;19
