number;date;time;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14;T15;T16;T17;T18;T19;T20
[N];[DD.MM.JJJJ];[h:m:s];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C];[°C]
5785;18.07.2019;18:04:03;22,68;22,62;21,5;20,56;22,68;20,87;21,56;20,68;20,56;21,56;24,31;26,93;27,87;21,43;21,68;22,37;26,18;20,25;21,12;20,75
5791;18.07.2019;18:05:11;22,62;22,62;21,56;20,56;22,68;20,87;21,56;20,68;20,62;21,56;24,31;26,93;27,87;21,43;21,68;22,37;26,18;20,25;21,12;20,75
5797;18.07.2019;18:06:18;22,68;22,62;21,5;20,56;22,68;20,87;21,56;20,75;20,56;21,56;24,31;26,93;27,87;21,43;21,68;22,37;26,18;20,25;21,18;20,75
5803;18.07.2019;18:07:26;22,68;22,62;21,5;20,5;22,68;20,87;21,62;20,68;20,62;21,56;24,31;26,93;27,87;21,43;21,68;22,43;26,18;20,25;21,12;20,75
5809;18.07.2019;18:08:33;22,68;22,62;21,5;20,56;22,68;20,87;21,56;20,68;20,56;21,56;24,25;26,93;27,81;21,43;21,68;22,43;26,18;20,25;21,12;20,75
5815;18.07.2019;18:09:41;22,68;22,62;21,56;20,56;22,68;20,87;21,62;20,68;20,62;21,56;24,43;26,93;27,87;21,5;21,68;22,37;26,18;20,25;21,18;20,75
5821;18.07.2019;18:10:48;22,68;22,62;21,56;20,56;22,75;20,87;21,56;20,75;20,62;21,56;24,37;26,93;27,87;21,5;21,68;22,43;26,18;20,25;21,12;20,75
5827;18.07.2019;18:11:56;22,68;22,62;21,56;20,56;22,75;20,87;21,62;20,75;20,62;21,56;24,37;26,93;27,87;21,56;21,68;22,43;26,18;20,25;21,12;20,75
5833;18.07.2019;18:13:03;22,68;22,68;21,5;20,56;22,68;20,87;21,56;20,75;20,56;21,62;24,37;26,93;27,87;21,5;21,68;22,43;26,18;20,25;21,12;20,75
5839;18.07.2019;18:14:11;22,68;22,62;21,5;20,56;22,75;20,93;21,56;20,68;20,62;21,56;24,43;27;27,87;21,43;21,68;22,43;26,18;20,25;21,12;20,75
5845;18.07.2019;18:15:18;22,68;22,68;21,5;20,56;22,75;20,93;21,62;20,75;20,62;21,62;24,43;27;27,87;21,5;21,68;22,43;26,18;20,25;21,12;20,75
5851;18.07.2019;18:16:26;22,75;22,68;21,56;20,56;22,75;20,93;21,62;20,75;20,62;21,68;24,56;26,93;27,87;21,56;21,68;22,5;26,18;20,25;21,12;20,75
5857;18.07.2019;18:17:33;22,75;22,68;21,56;20,56;22,75;20,93;21,62;20,75;20,62;21,68;24,5;26,93;27,87;21,56;21,68;22,43;26,18;20,25;21,18;20,75
5863;18.07.2019;18:18:41;22,75;22,68;21,56;20,56;22,75;20,93;21,62;20,75;20,62;21,62;24,43;27;27,87;21,5;21,75;22,43;26,18;20,25;21,12;20,75
5869;18.07.2019;18:19:48;22,75;22,68;21,56;20,56;22,81;20,93;21,62;20,75;20,62;21,62;24,37;27;27,87;21,5;21,75;22,43;26,18;20,25;21,18;20,75
5875;18.07.2019;18:20:56;22,75;22,75;21,56;20,56;22,81;20,93;21,56;20,75;20,62;21,62;24,37;27;27,87;21,5;21,81;22,5;26,25;20,31;21,18;20,75
5881;18.07.2019;18:22:03;22,75;22,68;21,56;20,56;22,75;20,93;21,56;20,75;20,62;21,62;24,31;26,93;27,87;21,5;21,81;22,43;26,25;20,31;21,12;20,75
5887;18.07.2019;18:23:11;22,75;22,75;21,56;20,56;22,75;20,93;21,62;20,75;20,62;21,62;24,31;27;27,93;21,5;21,81;22,5;26,25;20,25;21,12;20,75
5893;18.07.2019;18:24:18;22,75;22,75;21,56;20,56;22,81;20,93;21,62;20,75;20,62;21,62;24,37;27;27,93;21,56;21,81;22,5;26,25;20,31;21,18;20,75
5899;18.07.2019;18:25:26;22,75;22,75;21,56;20,56;22,81;20,93;21,62;20,75;20,62;21,62;24,5;27;27,87;21,56;21,81;22,5;26,25;20,31;21,18;20,75
5905;18.07.2019;18:26:33;22,75;22,75;21,56;20,56;22,81;20,93;21,62;20,75;20,62;21,62;24,43;27;27,87;21,5;21,81;22,5;26,25;20,31;21,12;20,75
5911;18.07.2019;18:27:41;22,81;22,75;21,56;20,56;22,81;20,93;21,62;20,75;20,62;21,62;24,37;27;27,93;21,5;21,81;22,5;26,25;20,31;21,12;20,75
5917;18.07.2019;18:28:48;22,81;22,75;21,56;20,62;22,81;20,93;21,56;20,75;20,62;21,62;24,37;27;27,93;21,5;21,75;22,5;26,25;20,31;21,18;20,75
5923;18.07.2019;18:29:56;22,81;22,75;21,56;20,62;22,81;20,93;21,62;20,75;20,62;21,62;24,37;27;27,93;21,5;21,75;22,5;26,25;20,31;21,12;20,75
5929;18.07.2019;18:31:03;22,81;22,81;21,56;20,62;22,81;20,93;21,62;20,75;20,62;21,68;24,37;27;27,93;21,56;21,75;22,5;26,25;20,31;21,18;20,75
5935;18.07.2019;18:32:11;22,81;22,81;21,56;20,62;22,87;20,93;21,62;20,75;20,62;21,68;24,37;27;27,93;21,5;21,75;22,5;26,25;20,31;21,18;20,81
5941;18.07.2019;18:33:18;22,81;22,81;21,62;20,62;22,87;20,93;21,62;20,75;20,62;21,68;24,43;27;27,93;21,5;21,75;22,56;26,25;20,25;21,18;20,81
5947;18.07.2019;18:34:26;22,81;22,81;21,62;20,62;22,87;20,93;21,62;20,75;20,62;21,62;24,37;27;27,93;21,5;21,75;22,56;26,25;20,31;21,18;20,81
5953;18.07.2019;18:35:33;22,81;22,81;21,62;20,62;22,87;20,93;21,56;20,75;20,62;21,62;24,37;27;27,93;21,5;21,68;22,5;26,31;20,31;21,18;20,81
5959;18.07.2019;18:36:40;22,81;22,81;21,56;20,62;22,87;20,93;21,56;20,75;20,62;21,62;24,31;27;27,93;21,5;21,75;22,56;26,31;20,31;21,12;20,81
5965;18.07.2019;18:37:48;22,81;22,81;21,56;20,62;22,87;20,93;21,56;20,75;20,62;21,62;24,31;27;27,93;21,43;21,75;22,56;26,25;20,31;21,18;20,81
5971;18.07.2019;18:38:55;22,81;22,81;21,56;20,62;22,87;21;21,56;20,75;20,62;21,62;24,25;27;27,93;21,5;21,75;22,56;26,31;20,31;21,18;20,81
5977;18.07.2019;18:40:03;22,81;22,81;21,62;20,62;22,87;20,93;21,56;20,75;20,62;21,62;24,31;27;27,93;21,43;21,75;22,56;26,31;20,31;21,18;20,81
5983;18.07.2019;18:41:10;22,81;22,81;21,62;20,62;22,87;21;21,62;20,81;20,62;21,62;24,37;27,06;27,93;21,5;21,75;22,56;26,31;20,31;21,18;20,81
5989;18.07.2019;18:42:18;22,87;22,81;21,56;20,62;22,93;21;21,56;20,75;20,62;21,62;24,37;27;27,93;21,5;21,81;22,56;26,31;20,31;21,18;20,81
5995;18.07.2019;18:43:25;22,87;22,81;21,62;20,62;22,93;21;21,62;20,75;20,68;21,68;24,37;27,06;27,93;21,5;21,81;22,56;26,31;20,31;21,18;20,81
6001;18.07.2019;18:44:33;22,87;22,87;21,62;20,62;22,93;21;21,62;20,75;20,62;21,68;24,43;27,06;27,93;21,5;21,81;22,56;26,25;20,31;21,18;20,81
6007;18.07.2019;18:45:40;22,87;22,87;21,62;20,62;22,93;21;21,62;20,75;20,68;21,68;24,5;27,06;27,93;21,5;21,75;22,56;26,31;20,31;21,18;20,81
6013;18.07.2019;18:46:48;22,87;22,87;21,62;20,62;22,93;21;21,62;20,81;20,62;21,68;24,5;27,06;27,93;21,5;21,81;22,62;26,31;20,31;21,18;20,81
6019;18.07.2019;18:47:55;22,87;22,81;21,62;20,62;22,93;21;21,62;20,81;20,62;21,68;24,43;27,06;27,93;21,5;21,81;22,62;26,31;20,31;21,18;20,81
6025;18.07.2019;18:49:03;22,87;22,87;21,62;20,62;22,93;21;21,62;20,81;20,68;21,68;24,5;27,06;27,93;21,56;21,81;22,62;26,31;20,31;21,18;20,81
6031;18.07.2019;18:50:10;22,87;22,87;21,62;20,62;22,93;21;21,68;20,81;20,68;21,68;24,62;27,06;27,93;21,56;21,81;22,62;26,25;20,31;21,18;20,81
6037;18.07.2019;18:51:18;22,87;22,87;21,62;20,68;22,93;21;21,68;20,81;20,68;21,75;24,68;27,06;27,93;21,56;21,75;22,62;26,31;20,31;21,18;20,81
6043;18.07.2019;18:52:25;22,87;22,87;21,62;20,68;22,93;21;21,68;20,81;20,68;21,75;24,62;27,06;27,93;21,5;21,75;22,62;26,31;20,31;21,18;20,81
6049;18.07.2019;18:53:33;22,93;22,87;21,62;20,68;22,93;21;21,62;20,81;20,68;21,68;24,56;27,06;27,93;21,5;21,81;22,62;26,31;20,31;21,18;20,81
6055;18.07.2019;18:54:40;22,93;22,93;21,62;20,68;23;21;21,62;20,81;20,68;21,68;24,5;27,06;27,93;21,56;21,81;22,62;26,31;20,31;21,18;20,81
6061;18.07.2019;18:55:48;22,87;22,93;21,62;20,68;22,93;21;21,62;20,81;20,68;21,75;24,56;27,06;27,93;21,56;21,81;22,62;26,31;20,31;21,18;20,81
6067;18.07.2019;18:56:55;22,93;22,93;21,62;20,68;22,93;21;21,68;20,81;20,68;21,75;24,5;27,06;27,93;21,56;21,81;22,62;26,31;20,31;21,18;20,81
6073;18.07.2019;18:58:03;22,93;22,93;21,62;20,68;23;21;21,62;20,81;20,68;21,75;24,37;27,06;27,93;21,56;21,81;22,62;26,31;20,31;21,18;20,81
6079;18.07.2019;18:59:10;22,93;22,93;21,68;20,68;23;21,06;21,62;20,81;20,68;21,68;24,43;27,06;27,93;21,56;21,81;22,68;26,31;20,31;21,18;20,81
6085;18.07.2019;19:00:17;22,93;22,93;21,62;20,68;23;21,06;21,62;20,81;20,68;21,75;24,43;27,12;27,93;21,62;21,81;22,62;26,31;20,31;21,18;20,81
6091;18.07.2019;19:01:24;22,93;22,93;21,62;20,68;23;21,06;21,68;20,81;20,68;21,75;24,43;27,12;27,93;21,62;21,75;22,68;26,31;20,31;21,18;20,81
6097;18.07.2019;19:02:32;22,93;22,93;21,62;20,68;23;21,06;21,68;20,81;20,68;21,75;24,43;27,06;27,93;21,56;21,75;22,62;26,31;20,31;21,18;20,81
6103;18.07.2019;19:03:39;22,93;22,93;21,62;20,68;23;21,06;21,68;20,81;20,68;21,75;24,37;27,12;27,93;21,56;21,81;22,62;26,31;20,31;21,18;20,81
6109;18.07.2019;19:04:47;22,93;22,93;21,62;20,68;23,06;21,06;21,62;20,81;20,68;21,75;24,31;27,06;27,93;21,5;21,75;22,62;26,31;20,31;21,18;20,87
6115;18.07.2019;19:05:54;22,93;22,93;21,62;20,68;23;21,06;21,62;20,81;20,68;21,75;24,31;27,12;27,93;21,5;21,75;22,68;26,31;20,31;21,18;20,87
6121;18.07.2019;19:07:02;23;22,93;21,68;20,68;23;21,06;21,62;20,81;20,68;21,75;24,31;27,12;27,93;21,5;21,75;22,68;26,31;20,31;21,18;20,87
6127;18.07.2019;19:08:09;23;22,93;21,68;20,68;23,06;21,06;21,62;20,81;20,68;21,75;24,31;27,12;27,93;21,5;21,81;22,68;26,31;20,31;21,18;20,87
6133;18.07.2019;19:09:17;23;22,93;21,62;20,75;23,06;21,06;21,62;20,81;20,68;21,68;24,18;27,12;27,93;21,5;21,81;22,68;26,31;20,31;21,18;20,87
6139;18.07.2019;19:10:24;23;22,93;21,68;20,68;23,06;21,06;21,62;20,81;20,68;21,68;24,18;27,12;27,93;21,56;21,81;22,68;26,31;20,31;21,18;20,87
6145;18.07.2019;19:11:32;23;22,93;21,62;20,68;23,06;21,06;21,62;20,81;20,68;21,68;24,12;27,12;27,93;21,5;21,81;22,68;26,31;20,31;21,18;20,87
6151;18.07.2019;19:12:39;23;22,93;21,62;20,68;23,06;21,06;21,62;20,81;20,68;21,68;24,12;27,12;27,93;21,5;21,75;22,68;26,31;20,37;21,18;20,87
6157;18.07.2019;19:13:47;23;22,93;21,62;20,75;23,06;21,06;21,62;20,81;20,68;21,68;24,06;27,12;27,87;21,5;21,75;22,68;26,31;20,31;21,18;20,87
6163;18.07.2019;19:14:54;23;22,93;21,62;20,68;23,06;21,06;21,62;20,81;20,68;21,68;24,12;27,12;27,93;21,43;21,68;22,68;26,31;20,31;21,18;20,87
6169;18.07.2019;19:16:02;23;22,93;21,62;20,68;23,06;21,06;21,62;20,81;20,68;21,68;24,12;27,12;27,87;21,43;21,68;22,68;26,31;20,37;21,18;20,87
6175;18.07.2019;19:17:09;23;22,93;21,62;20,75;23,06;21,06;21,62;20,81;20,68;21,68;24,12;27,12;27,87;21,5;21,75;22,68;26,31;20,37;21,18;20,87
6181;18.07.2019;19:18:16;23;22,93;21,62;20,75;23,06;21,06;21,62;20,87;20,68;21,68;24,12;27,12;27,87;21,43;21,75;22,68;26,31;20,37;21,18;20,87
6187;18.07.2019;19:19:24;23;22,93;21,62;20,75;23,12;21,06;21,62;20,81;20,68;21,68;24,12;27,12;27,87;21,43;21,68;22,68;26,31;20,37;21,18;20,87
6193;18.07.2019;19:20:31;23;22,93;21,62;20,68;23,06;21,12;21,62;20,81;20,68;21,62;24,06;27,12;27,87;21,43;21,68;22,68;26,31;20,37;21,18;20,87
6199;18.07.2019;19:21:39;23,06;23;21,62;20,75;23,12;21,06;21,56;20,81;20,68;21,68;24,06;27,12;27,87;21,43;21,75;22,68;26,31;20,37;21,18;20,87
6205;18.07.2019;19:22:46;23,06;23;21,62;20,68;23,12;21,06;21,62;20,87;20,68;21,68;24,06;27,12;27,87;21,43;21,68;22,68;26,31;20,37;21,18;20,87
6211;18.07.2019;19:23:54;23,06;23;21,62;20,75;23,12;21,12;21,62;20,81;20,75;21,68;24;27,12;27,87;21,43;21,68;22,68;26,31;20,37;21,12;20,87
6217;18.07.2019;19:25:01;23,06;23;21,62;20,75;23,12;21,06;21,62;20,87;20,68;21,68;24;27,12;27,87;21,43;21,68;22,68;26,37;20,37;21,18;20,87
6223;18.07.2019;19:26:09;23,06;22,93;21,62;20,75;23,12;21,06;21,56;20,87;20,68;21,68;24;27,12;27,87;21,43;21,68;22,68;26,31;20,37;21,18;20,87
6229;18.07.2019;19:27:16;23,06;23;21,62;20,75;23,12;21,06;21,56;20,87;20,75;21,68;23,93;27,12;27,87;21,43;21,68;22,75;26,37;20,37;21,18;20,87
6235;18.07.2019;19:28:24;23,06;23;21,62;20,75;23,18;21,12;21,62;20,87;20,68;21,68;24,06;27,12;27,87;21,43;21,68;22,75;26,37;20,37;21,12;20,87
6241;18.07.2019;19:29:31;23,06;23;21,62;20,75;23,12;21,06;21,62;20,87;20,68;21,68;24,12;27,12;27,81;21,5;21,68;22,75;26,31;20,37;21,12;20,87
6247;18.07.2019;19:30:39;23,06;23;21,62;20,75;23,12;21,12;21,68;20,87;20,68;21,68;24,25;27,12;27,81;21,5;21,75;22,75;26,31;20,37;21,18;20,87
6253;18.07.2019;19:31:46;23,06;23;21,62;20,75;23,12;21,12;21,68;20,81;20,68;21,68;24,25;27,12;27,81;21,56;21,75;22,75;26,31;20,37;21,18;20,87
6259;18.07.2019;19:32:54;23,06;23;21,62;20,75;23,12;21,12;21,68;20,87;20,68;21,68;24,31;27,12;27,81;21,56;21,75;22,75;26,31;20,37;21,18;20,93
6265;18.07.2019;19:34:01;23,06;23;21,62;20,75;23,18;21,12;21,68;20,87;20,68;21,68;24,31;27,12;27,81;21,56;21,75;22,75;26,31;20,37;21,18;20,93
6271;18.07.2019;19:35:09;23,12;23,06;21,62;20,75;23,18;21,12;21,75;20,81;20,75;21,75;24,37;27,12;27,81;21,5;21,75;22,75;26,31;20,37;21,18;20,87
6277;18.07.2019;19:36:16;23,06;23,06;21,68;20,75;23,18;21,12;21,81;20,87;20,75;21,68;24,5;27,12;27,81;21,56;21,75;22,81;26,31;20,37;21,25;20,87
6283;18.07.2019;19:37:24;23,12;23,06;21,68;20,75;23,18;21,12;21,81;20,87;20,75;21,75;24,56;27,12;27,75;21,56;21,75;22,81;26,31;20,37;21,25;20,87
6289;18.07.2019;19:38:31;23,12;23,06;21,68;20,75;23,18;21,12;21,81;20,87;20,68;21,75;24,62;27,12;27,75;21,5;21,75;22,81;26,31;20,37;21,31;20,87
6295;18.07.2019;19:39:39;23,12;23,06;21,68;20,75;23,18;21,12;21,81;20,87;20,68;21,75;24,56;27,12;27,75;21,5;21,75;22,81;26,31;20,37;21,31;20,93
6301;18.07.2019;19:40:46;23,12;23,06;21,68;20,75;23,18;21,12;21,87;20,87;20,75;21,75;24,43;27,12;27,75;21,5;21,75;22,81;26,31;20,37;21,31;20,93
6307;18.07.2019;19:41:54;23,12;23,06;21,68;20,75;23,18;21,12;21,81;20,87;20,75;21,75;24,37;27,18;27,75;21,5;21,68;22,81;26,25;20,37;21,25;20,87
6313;18.07.2019;19:43:01;23,12;23,06;21,68;20,75;23,18;21,12;21,81;20,87;20,75;21,75;24,31;27,12;27,75;21,5;21,75;22,81;26,25;20,37;21,31;20,93
6319;18.07.2019;19:44:09;23,12;23,06;21,68;20,75;23,18;21,12;21,87;20,87;20,75;21,68;24,37;27,12;27,75;21,5;21,68;22,81;26,25;20,37;21,31;20,87
6325;18.07.2019;19:45:16;23,12;23,06;21,68;20,75;23,18;21,12;21,87;20,87;20,75;21,75;24,37;27,12;27,75;21,5;21,75;22,81;26,25;20,37;21,31;20,87
6331;18.07.2019;19:46:24;23,12;23,06;21,68;20,75;23,18;21,12;21,87;20,87;20,75;21,75;24,25;27,12;27,75;21,5;21,75;22,81;26,25;20,37;21,31;20,93
6337;18.07.2019;19:47:31;23,12;23,06;21,68;20,75;23,25;21,12;21,81;20,87;20,75;21,75;24,12;27,12;27,75;21,5;21,75;22,81;26,25;20,37;21,25;20,93
6343;18.07.2019;19:48:38;23,12;23,06;21,68;20,75;23,25;21,12;21,81;20,87;20,75;21,81;24,12;27,12;27,68;21,5;21,75;22,81;26,25;20,37;21,31;20,87
6349;18.07.2019;19:49:46;23,18;23,06;21,68;20,81;23,18;21,18;21,81;20,87;20,75;21,81;24,12;27,18;27,68;21,5;21,75;22,81;26,25;20,37;21,31;20,93
6355;18.07.2019;19:50:53;23,12;23,06;21,68;20,75;23,25;21,12;21,81;20,87;20,75;21,75;24,12;27,12;27,68;21,5;21,75;22,87;26,25;20,43;21,31;20,93
6361;18.07.2019;19:52:01;23,18;23,06;21,68;20,81;23,25;21,12;21,81;20,87;20,75;21,68;24,18;27,12;27,68;21,5;21,68;22,81;26,25;20,37;21,25;20,93
6367;18.07.2019;19:53:08;23,18;23,06;21,68;20,81;23,25;21,12;21,81;20,87;20,75;21,75;24,18;27,12;27,68;21,43;21,68;22,81;26,25;20,37;21,25;20,93
6373;18.07.2019;19:54:16;23,18;23,06;21,68;20,75;23,25;21,12;21,87;20,87;20,75;21,75;24,18;27,12;27,68;21,43;21,68;22,81;26,25;20,37;21,31;20,93
6379;18.07.2019;19:55:23;23,18;23,12;21,68;20,81;23,25;21,12;21,87;20,87;20,75;21,75;24,25;27,12;27,68;21,43;21,68;22,87;26,25;20,37;21,31;20,93
6385;18.07.2019;19:56:30;23,18;23,12;21,75;20,81;23,25;21,12;21,87;20,93;20,75;21,75;24,37;27,12;27,62;21,5;21,68;22,87;26,25;20,37;21,37;20,93
6391;18.07.2019;19:57:38;23,18;23,12;21,75;20,75;23,25;21,12;21,93;20,87;20,75;21,75;24,37;27,12;27,68;21,5;21,75;22,87;26,25;20,37;21,37;20,93
6397;18.07.2019;19:58:45;23,18;23,12;21,75;20,81;23,25;21,12;21,93;20,93;20,75;21,81;24,43;27,12;27,62;21,56;21,75;22,93;26,25;20,37;21,37;20,93
6403;18.07.2019;19:59:53;23,18;23,12;21,75;20,81;23,25;21,18;21,93;20,93;20,75;21,81;24,43;27,12;27,62;21,5;21,81;22,87;26,25;20,43;21,37;20,93
6409;18.07.2019;20:01:00;23,18;23,12;21,81;20,81;23,25;21,18;22;20,93;20,75;21,81;24,43;27,12;27,62;21,56;21,81;22,87;26,18;20,43;21,37;20,93
6415;18.07.2019;20:02:08;23,18;23,12;21,81;20,81;23,31;21,18;22,06;20,93;20,75;21,87;24,37;27,12;27,62;21,62;21,81;22,93;26,18;20,37;21,43;20,93
6421;18.07.2019;20:03:15;23,18;23,12;21,81;20,81;23,31;21,18;22,06;20,93;20,75;21,87;24,31;27,12;27,62;21,62;21,87;22,93;26,18;20,43;21,43;20,93
6427;18.07.2019;20:04:23;23,18;23,18;21,87;20,81;23,31;21,18;22,12;20,93;20,75;21,87;24,25;27,12;27,62;21,62;21,93;22,93;26,12;20,43;21,5;20,93
6433;18.07.2019;20:05:30;23,18;23,18;21,87;20,81;23,31;21,18;22,06;20,93;20,75;21,87;24,18;27,12;27,62;21,62;21,87;22,93;26,12;20,43;21,5;20,93
6439;18.07.2019;20:06:38;23,18;23,12;21,87;20,81;23,31;21,18;22,12;20,93;20,75;21,87;24,12;27,12;27,56;21,62;21,87;22,93;26,12;20,43;21,5;20,93
6445;18.07.2019;20:07:45;23,25;23,12;21,87;20,81;23,31;21,18;22,06;20,93;20,75;21,87;24,06;27,12;27,62;21,68;21,87;22,93;26,12;20,43;21,5;21
6451;18.07.2019;20:08:53;23,25;23,12;21,81;20,81;23,31;21,18;22,06;20,93;20,75;21,93;24;27,06;27,56;21,68;21,87;22,93;26,06;20,43;21,5;20,93
6457;18.07.2019;20:10:00;23,25;23,18;21,81;20,81;23,31;21,18;22,06;20,93;20,75;21,93;23,93;27,12;27,56;21,62;21,87;22,93;26,06;20,43;21,5;20,93
6463;18.07.2019;20:11:08;23,25;23,18;21,81;20,81;23,31;21,18;22;20,93;20,81;21,87;23,87;27,12;27,56;21,62;21,87;22,93;26,06;20,43;21,43;20,93
6469;18.07.2019;20:12:15;23,25;23,12;21,81;20,81;23,31;21,18;22,06;20,93;20,75;21,87;23,87;27,12;27,56;21,62;21,87;22,93;26,06;20,43;21,43;20,93
6475;18.07.2019;20:13:23;23,25;23,18;21,81;20,81;23,31;21,18;22,06;20,93;20,75;21,87;23,87;27,06;27,56;21,56;21,81;22,93;26,06;20,43;21,43;20,93
6481;18.07.2019;20:14:30;23,25;23,12;21,81;20,81;23,31;21,18;22;20,93;20,75;21,87;23,81;27,06;27,56;21,56;21,81;22,93;26,06;20,43;21,43;21
6487;18.07.2019;20:15:38;23,25;23,12;21,81;20,81;23,37;21,18;22;20,93;20,75;21,87;23,81;27,12;27,56;21,56;21,81;22,93;26,06;20,43;21,5;21
6493;18.07.2019;20:16:45;23,25;23,18;21,81;20,81;23,31;21,18;22;20,93;20,75;21,87;23,75;27,12;27,5;21,56;21,81;22,93;26,06;20,43;21,43;21
6499;18.07.2019;20:17:53;23,25;23,18;21,81;20,81;23,31;21,18;22;21;20,81;21,87;23,75;27,06;27,5;21,56;21,75;22,87;26,12;20,43;21,43;21
6505;18.07.2019;20:19:00;23,25;23,18;21,75;20,81;23,37;21,18;22;21;20,75;21,87;23,75;27,06;27,5;21,5;21,75;22,87;26,06;20,43;21,43;21
6511;18.07.2019;20:20:08;23,25;23,12;21,75;20,81;23,37;21,18;21,93;21;20,75;21,81;23,68;27,06;27,5;21,5;21,75;22,87;26,06;20,43;21,37;21
6517;18.07.2019;20:21:15;23,25;23,12;21,75;20,81;23,37;21,25;21,93;21;20,75;21,81;23,68;27,06;27,5;21,5;21,75;22,87;26,12;20,43;21,37;21
6523;18.07.2019;20:22:23;23,25;23,18;21,75;20,81;23,37;21,25;21,93;21;20,75;21,81;23,68;27,06;27,5;21,5;21,68;22,93;26,06;20,43;21,43;21
6529;18.07.2019;20:23:30;23,31;23,18;21,75;20,81;23,37;21,25;21,93;21;20,81;21,81;23,62;27,06;27,5;21,5;21,75;22,87;26,06;20,43;21,37;21
6535;18.07.2019;20:24:38;23,31;23,18;21,75;20,87;23,37;21,25;21,93;21;20,75;21,81;23,62;27,06;27,5;21,5;21,75;22,87;26,06;20,43;21,37;21
6541;18.07.2019;20:25:45;23,31;23,12;21,75;20,81;23,37;21,25;21,93;21;20,81;21,81;23,56;27,06;27,43;21,5;21,75;22,87;26,06;20,43;21,37;21
6547;18.07.2019;20:26:53;23,31;23,12;21,75;20,87;23,37;21,25;21,93;21;20,81;21,81;23,56;27,06;27,43;21,5;21,75;22,87;26,06;20,5;21,37;21
6553;18.07.2019;20:28:00;23,31;23,18;21,75;20,81;23,37;21,18;21,93;21;20,81;21,81;23,56;27,06;27,43;21,5;21,75;22,87;26,06;20,43;21,37;21
6559;18.07.2019;20:29:08;23,31;23,18;21,75;20,81;23,37;21,25;21,93;21;20,81;21,81;23,56;27,06;27,43;21,5;21,75;22,87;26,06;20,5;21,37;21
6565;18.07.2019;20:30:15;23,31;23,18;21,81;20,87;23,37;21,25;22;21;20,81;21,81;23,56;27,06;27,43;21,5;21,75;22,93;26;20,5;21,43;21,06
6571;18.07.2019;20:31:23;23,31;23,18;21,75;20,87;23,37;21,25;22;21;20,75;21,81;23,56;27,06;27,43;21,5;21,75;22,93;26;20,5;21,43;21
6577;18.07.2019;20:32:30;23,31;23,18;21,81;20,87;23,37;21,25;22;21;20,81;21,87;----;27,06;27,43;21,5;21,75;22,87;25,93;20,43;21,43;21
6583;18.07.2019;20:33:38;23,31;23,18;21,81;20,87;23,43;21,25;22;21;20,81;21,81;23,56;27,06;27,43;21,5;21,75;22,93;25,93;20,5;21,43;21
6589;18.07.2019;20:34:45;23,31;23,18;21,81;20,81;23,37;21,25;22;21;20,81;21,87;23,56;27,06;27,37;21,5;21,75;22,93;25,93;20,5;21,43;21
6595;18.07.2019;20:35:52;23,31;23,18;21,81;20,87;23,43;21,25;22;21;20,75;21,81;----;27;27,43;21,5;21,75;22,93;25,93;20,5;21,43;21
6601;18.07.2019;20:37:00;23,31;23,18;21,81;20,87;23,37;21,25;22;21;20,81;21,81;----;27;27,37;21,5;21,75;22,93;25,93;20,5;21,43;21
6607;18.07.2019;20:38:07;23,31;23,18;21,81;20,87;23,43;21,25;22;21,06;20,81;21,81;----;27;27,37;21,5;21,75;22,93;25,93;20,5;21,43;21,06
6613;18.07.2019;20:39:15;23,31;23,18;21,81;20,87;23,43;21,25;22;21,06;20,81;21,81;----;27;27,37;21,5;21,75;22,87;25,93;20,5;21,43;21
6619;18.07.2019;20:40:22;23,31;23,18;21,81;20,87;23,43;21,25;22;21;20,81;21,81;23,43;27;27,37;21,5;21,75;22,93;25,93;20,5;21,43;21,06
6625;18.07.2019;20:41:30;23,31;23,18;21,81;20,87;23,43;21,25;21,93;21,06;20,81;21,81;23,43;27;27,37;21,5;21,75;22,93;25,93;20,5;21,37;21
6631;18.07.2019;20:42:37;23,37;23,18;21,81;20,87;23,43;21,25;22;21;20,75;21,81;23,43;27;27,31;21,5;21,75;22,87;25,93;20,5;21,43;21,06
6637;18.07.2019;20:43:45;23,31;23,18;21,75;20,87;23,43;21,25;22;21,06;20,81;21,81;23,37;27;27,31;21,5;21,75;22,93;25,93;20,5;21,43;21,06
6643;18.07.2019;20:44:52;23,37;23,18;21,75;20,87;23,43;21,25;21,93;21,06;20,81;21,81;23,37;27;27,31;21,5;21,75;22,93;25,93;20,5;21,37;21,06
6649;18.07.2019;20:46:00;23,37;23,18;21,75;20,87;23,43;21,25;21,93;21,06;20,81;21,81;23,31;27;27,31;21,5;21,68;22,93;25,93;20,5;21,37;21,06
6655;18.07.2019;20:47:07;23,37;23,18;21,75;20,87;23,43;21,25;21,93;21,06;20,81;21,81;23,31;27;27,31;21,43;21,68;22,93;25,93;20,5;21,37;21,06
6661;18.07.2019;20:48:14;23,37;23,18;21,75;20,87;23,43;21,25;21,93;21,06;20,81;21,81;23,31;27;27,31;21,5;21,68;22,87;25,87;20,5;21,37;21,06
